meal name,ingredients,method
"

          Lamb shank, pea & mint pie        
","[u'2 tbsp sunflower or ', u'4-5 lamb shanks', u'2 ', u', chopped', u'2 ', u' sprigs, leaves finely chopped', u'2 ', u' sprigs', u'300ml white wine', u'1\xbd l good-quality chicken stock', u'25g ', u'3 tbsp plain flour', u'250g frozen pea', u'5 ', u', finely chopped', u'small bunch ', u', finely chopped', u'small bunch ', u', finely chopped', u'1 ', u', beaten', u'400g plain flour, plus a little extra for dusting', u'100g ', u', diced', u'100g suet']","[u'Heat the oil in a large flameproof casserole dish and brown the lamb shanks well all over (you may need to do this in batches). Transfer the lamb to a plate. Reduce the heat, tip the onions into the dish and gently soften, adding a splash more oil if you need to. Stir in the rosemary for the final 1 min, then add the thyme and wine. Bring to a fierce simmer, scraping all the lamb bits off the bottom of the dish as you go \u2013 these will add lots of flavour. When the wine has boiled for 1 min, add the stock, return the shanks and any juices, and gently bring to a simmer. Cover with a tight-fitting lid, reduce the heat a little and cook until the meat is very tender and falling from the bone \u2013 this can take 2-3 hrs. Leave until cool enough to handle. Can be done 24 hrs ahead, covered and chilled, or frozen for up to a month.', u'Lift the shanks out of the stock (at this stage you can spoon off any fat that has separated to the surface). Gently pull the meat off the bones in nice big chunks, discarding any fatty bits, and put in a pie dish \u2013 about 30 x 20cm and 5cm deep will be big enough.', u'Put the stock back on the heat and boil fiercely until reduced by just under half. Meanwhile, in a big frying pan, melt the butter, then stir in the flour to a paste and cook for 1-2 mins. Gradually whisk in ladlefuls of the reduced stock until you have a smooth sauce. Bubble for a few mins to thicken up nicely (the sauce will thin a little when cooked in the pie). Taste for seasoning, then tip over the lamb.', u'To make the pastry, put the flour, butter, suet and 1 tsp salt in a food processor, and whizz together until no lumps of fat remain. With the motor running, gradually pour in 150ml water to bring the pastry together \u2013 you may need 1 tsp more water. Tip onto a lightly floured work surface and gently bring together to a smooth dough, then roll out until just over 0.5cm thick.', u'Add the frozen peas, spring onions, parsley and mint to the lamb, and gently mix to combine. Brush the rim of the dish with a little egg, then cut thin strips of pastry and stick them on the rim, like a picture frame. Lift the rest of the pastry onto the pie and press down to the edges to stick. Trim the excess and crimp the edges to seal well. Make a small cross in the centre with a knife to help steam escape, and roll the trimmings into leaves, if you like. Stick these all over the pie, again using egg, to decorate. Can now be chilled for another 24 hrs or frozen for up to a month.', u'Heat oven to 200C/180C fan/gas 6. Brush the whole pie with more egg, then bake for 40-45 mins until really golden and crisp.']"
"

          Egg & avocado open sandwich        
","[u'2 medium ', u'1 ripe ', u'juice 1 ', u'2 slices rye bread', u'2 tsp hot chilli sauce - we used sriracha', u'handful cress, to serve']","[u'Bring a medium pan of water to the boil. Add the eggs and cook for 8-9 mins until hard-boiled. Meanwhile, halve the avocado and scoop the flesh into a bowl. Add the lime juice, season well and mash with a fork.', u'When the eggs are cooked, run under cold water for 2 mins before removing the shells. Spread the avocado on the rye bread. Slice the eggs into thin rounds and place on top of the avocado. Drizzle some chilli sauce over the eggs, scatter the cress on top and add a good grinding of black pepper.']"
"

          Cajun chicken & chunky bean salsa        
","[u'2 boneless, skinless chicken breast', u'\xbd tsp ', u'1 tbsp Cajun seasoning, we used Bart (or make your own - see recipe, below)', u'400g can pinto bean, rinsed and drained', u'2 red pepper, diced', u'1 ', u', diced', u'2 ', u', sliced', u'1 tbsp ', u'juice 1 lemon', u'handful coriander, chopped']","[u'To make the salsa, tip the beans, peppers, avocado and spring onions into a bowl. Season, dress with the olive oil and lemon juice, and set aside.', u'Lay the chicken breasts on a board and bash a bit to flatten them out slightly. Place in a dish, drizzle with a little olive oil, then coat with the Cajun seasoning. Heat a griddle pan and cook the chicken for 5 mins on each side, turning if you want to get a criss-cross pattern, until cooked all the way through. Stir coriander through the salsa just before serving. Serve the chicken either whole or sliced.']"
"

          Pisco sour        
","[u'50ml Pisco', u'50ml lime juice', u'50ml sugar syrup', u'1 egg white', u'large handful of ice', u'few drops of Angostura bitters', u' slices, to serve (optional)']","[u'Pour the Pisco, lime juice and sugar syrup into a cocktail shaker or blender with the egg white and add a large handful of ice. Shake vigorously for 30 secs or blend for 10 secs, then strain into 2 glasses. Add a few drops of Angostura bitters to the top of each cocktail, garnish with a lime slice and serve.']"
"

          Smoked trout & cucumber sesame noodles        
","[u'1.2l vegetable stock', u'knob fresh root ginger, peeled and shredded', u'100g soba noodle', u'1 tbsp reduced-salt ', u', plus extra to serve if you like', u'1 tbsp tahini paste or peanut butter', u'125g pack smoked ', u' fillets, flaked', u'\xbd large cucumber, sliced', u'6 ', u', finely sliced', u'sesame seed, to serve', u'sesame oil, to serve']","[u'Bring the stock and shredded ginger to the boil in a large pan, add the noodles, then simmer for 4 mins until tender.', u'Drain, then cool under cold running water. Mix together the soy, tahini and 2 tbsp water (or more if you need) to make a dressing the consistency of single cream. Toss the cooled noodles and fish with the dressing and cucumber. Scatter with the spring onions and sesame seeds, then drizzle with a little sesame oil, if using.']"
"

          Quiche Lorraine frittata        
","[u'8 rashers smoked streaky bacon or about 175g ham, chopped into pieces', u'8 ', u'200ml ', u'50g strong ', u', grated, plus extra for sprinkling, if you like']","[u'Heat oven to 180C/160C fan/gas 4. If you\u2019re using bacon, put it into a large frying pan and cook over a gentle-medium heat. Stir occasionally until golden and beginning to crisp up.', u'Line a roasting tin, about 20 x 28cm, with baking parchment \u2013 just scrunch it roughly at the corners. Whisk together the eggs and milk in a large jug or bowl, then stir in the bacon or ham, plus any fat from the pan, the cheddar and some seasoning. Pour into the tin, scatter with a bit of extra grated cheese, if you like, and bake for 30-35 mins until golden and set. Carry to your picnic in its tin and eat hot, warm or cold, with bread, cherry tomatoes and a few salad leaves.']"
"

          Peppermint candy canes        
","[u'few drops peppermint essence or extract', u'100g white regal icing', u'50g red regal icing', u'50g green regal icing']","[u'Mix a few drops of peppermint into the white, red and green icing. Divide the white icing in 2 and wrap half in cling film along with the green icing.', u'Roll the remaining half of white icing into a long, thin sausage shape, then do the same with the red icing. Lay the 2 sausages next to each other, and twist together. Gently roll the twisted length with the palm of your hand until the 2 sausages are joined and smooth. Slice into 12cm lengths, then bend the end of each one to make a hook. Line a baking sheet with baking parchment, then spread out the candy canes. Repeat with the remaining white icing and green icing, then leave the canes to dry out for at least 24 hrs before packaging.']"
"

          Roast chicken & pea risotto        
","[u'1 tbsp vegetable oil', u'1 ', u', chopped', u'1 garlic clove, crushed', u'350g ', u'1 small glass white wine', u'1l hot stock', u'2 chicken breasts from the roast chicken, chopped', u'1 tbsp thyme leaf', u'200g frozen ', u'1 tbsp cr\xe8me fra\xeeche', u'2 tbsp grated ', u', plus extra to serve']","[u'Heat oil in a large pan and cook the onion and garlic for 5 mins. Stir in the rice and cook for 1 min more, until it starts to look transparent. Pour in the wine and keep stirring until all the liquid is absorbed.', u'Add the stock and simmer until the rice is just tender. Stir through the chicken, thyme and peas, then cook for 2 mins or until the chicken is warmed through. Add the cr\xe8me fra\xeeche and Parmesan with some seasoning, then remove from the heat. Cover with a lid and leave to stand for 2 mins before serving with extra Parmesan, if you like.']"
"

          The ultimate makeover: Carrot cake        
","[u'1 medium ', u'140g raisin', u'125ml rapeseed oil', u'115g plain wholemeal flour', u'1 tsp ', u', plus a pinch', u'1 tsp ', u'1 rounded tsp ground cinnamon', u'140g dark muscovado sugar', u'280g finely grated ', u' (about 375-400g carrots before peeling)', u'2 ', u'115g self-raising flour', u'100g light soft cheese, straight from the fridge', u'100g ', u'3 tbsp sifted icing sugar', u'\xbd  tsp finely grated orange zest', u'1 \xbd  tsp lemon juice']","[u'Heat oven to 160C/fan 140C/gas 3. For the cake, finely grate the zest from the orange and squeeze 3 tbsp of juice. Pour the juice over the raisins in a bowl, stir in zest, then leave to soak while you make the cake. Lightly oil and line the base of a deep 20cm square cake tin. Mix the flours with 1 tsp baking powder, bicarbonate of soda and cinnamon.', u'Separate one of the eggs. Put the white in a small bowl and the yolk in a large one. Break the remaining whole egg in with the yolk, then tip in the sugar. Whisk together for 1-2 mins until thick and foamy. Slowly pour in the oil and continue to whisk on a low speed until well mixed. Tip in the flour mix, half at a time, and gently stir it into the egg mixture with a rubber spatula or big spoon. The mix will be quite stiff. Put the extra pinch of baking powder in with the egg white and whisk to soft peaks.', u'Fold the carrot, raisins (and any liquid) into the flour mixture. Gently fold in the whisked egg white, then pour into the tin. Jiggle the tin to level the mixture. Bake for 1 hr until risen and firm or until a skewer inserted in the centre comes out clean. Leave to cool in the tin 5 mins, turn out onto a wire rack, peel off the paper, then leave until cold.', u""To make the frosting, stir the soft cheese, Quark, icing sugar and orange zest together - don't overbeat. Stir in the lemon juice. Swirl the frosting over the cake and cut into 16 square. This cake is even better if left well wrapped for a day or two before icing and eating. Will keep up to 5 days uniced in an airtight tin, or in the fridge if iced.""]"
"

          Roast chicken soup        
","[u'1 tbsp ', u'2 ', u', chopped', u'3 medium ', u', chopped', u'1 tbsp ', u' leaves, roughly chopped', u'1.4l chicken stock', u'300g leftover roast ', u', shredded and skin removed', u'200g frozen pea', u'3 tbsp Greek yogurt', u'1 garlic clove, crushed', u'squeeze lemon juice']","[u'Heat oil in a large heavy-based pan. Add onions, carrots and thyme, then gently fry for 15 mins. Stir in stock, bring to a boil, cover, then simmer for 10 mins.', u'Add the chicken, remove half the mixture, then pur\xe9e with a stick blender. Tip back into the pan with the rest of the soup, peas and seasoning, then simmer for 5 mins until hot through.', u'Mix the yogurt, garlic and lemon juice, swirl into the soup in bowls, then serve.']"
"

          Duck, watermelon & herb salad with roast cashews        
","[u'4 medium duck breast, skin on', u'2 cos or Ruby gem lettuce', u'150g bag ', u', thinly sliced', u'3 ', u', cut into long strips', u'2 pink ', u', segmented', u'400g ', u', cut into thumb-size chunks', u'good handful each mint, coriander and Thai basil, leaves picked', u'100g bag roasted salted ', u', roughly chopped', u""1 red and 1 green bird's-eye "", u', deseeded and chopped', u'2 tbsp ', u'2 tbsp lime juice', u'2 tbsp palm sugar or light muscovado sugar', u'1 tbsp ', u' paste (see tip, below)']","[u'Place the duck breasts, skin-side up, on a board. Score the skin all the way through, cutting down to, but not into, the flesh. Make sure you score all the way to the edges. This will ensure the skin doesn\u2019t pull the flesh in as it shrinks.', u'Season the skin with a generous amount of salt and freshly ground black pepper. Place the duck, skin-side down, in a solid heavy-based cold pan, then put the pan over a medium heat. Now do not touch anything, do not move the pan. What will happen over the next 10-12 mins is that the fat under the skin will slowly melt, then the skin will brown and go crisp. Once all the fat has run from the skin, there will be a good 1-2cm of duck fat in the pan. Spoon off the excess fat, season the flesh side now (not before), then turn the duck over. Cook for 2 mins, then increase the temperature to full for just 1 min. Take off the heat, then leave in the pan to rest for 5 mins.', u'For the dressing, put all the ingredients into a small food processor and whizz. Remove the 2 outer leaves from each head of lettuce and discard, then peel the leaves away, one at a time. Lay them out on a big serving plate.', u'Thinly slice the duck, then toss with the radishes, spring onions, grapefruit, watermelon, herbs and some of the dressing. Spread over the leaves and scatter the nuts over the top. Drizzle more dressing over and serve.']"
"

          Cheesy cheddar & spaghetti puff        
","[u'50g uncooked spaghetti or 140g/5oz cooked spaghetti', u'50g ', u'3 tbsp dried breadcrumb', u'250ml ', u'25g plain flour', u'\xbd  tsp ', u' powder', u'140g mature cheddar, coarsely grated', u'1 large ', u', finely chopped', u'25g baby ', u' or rocket leaves, shredded', u'3 medium ', u', separated', u'1 medium egg white']","[u'Preheat the oven to fan 170C/conventional 190C/gas 5. Place a baking sheet on a centre shelf. Break or chop the spaghetti into finger lengths. If using uncooked spaghetti, boil it in a saucepan of salted water until quite soft, for about 7-10 minutes, then drain.', u'Melt the butter in a medium saucepan and remove a tablespoonful to a 1\xbc litre ovenproof souffl\xe9 dish. Brush the melted butter well around the base and sides. Add the breadcrumbs and shake around to coat thoroughly.', u'Heat the milk to boiling in another pan and set aside. Stir the flour and mustard powder into the pan with the remaining butter and heat for a minute, stirring, until sandy coloured. Gradually beat in the hot milk until you have a thick, smooth sauce. Remove from the heat.', u'Stir in all but 2 tbsp of the cheddar, all the spring onion and the shredded leaves. Stir the spaghetti into the sauce and mix in the egg yolks (you can prepare to this stage up to a day ahead).', u'Place the 4 egg whites in a large grease-free bowl with a pinch of salt. Whisk until you have a firm foam with floppy peaks. Beat a quarter of this into the spaghetti mixture to loosen it, tip into a large bowl and fold in the rest.', u'Spoon the mixture into the prepared dish and level the top. Run your thumb around the edge of the dish to make a \u201cgully\u201d and sprinkle over the last of the cheese. Put the souffl\xe9 on the hot tray in the oven and bake for 30-35 minutes until it has risen and is golden. Serve immediately.']"
"

          Rustic chicken & apricot pie        
","[u'450g pack boneless, skinless chicken thigh', u'1 medium ', u', quartered', u'2 tsp ', u', toasted', u'\xbd  tsp ground coriander', u'\xbc tsp ground cumin', u'\xbc tsp freshly grated nutmeg', u'454g pack pork sausage, meat squeezed from the skins', u'200g pack bacon lardon', u'2 tbsp chopped ', u'12 ready-to-eat dried apricot', u'340g pack mini chicken breast fillets', u'100g lard, plus extra for the tin', u'450g plain flour, plus extra for the tin', u'3 tbsp ', u'1 ', u', beaten, to seal and glaze']","[u'Heat oven to 200C/180C fan/gas 6. Brush a 23cm springform tin with melted lard and dust with a little flour.', u'Whizz the chicken thighs in a food processor to mince them. Add the onion and blitz again to chop it. Tip into a bowl. Add the spices, sausagemeat, lardons, parsley and some salt. Mix really well.', u'To make the pastry, melt the lard in a saucepan with 150ml water and the milk. When melted, remove from the heat, tip in the flour and beat well. Knead on a lightly floured work surface, then roll out and use two-thirds to line the tin.', u'Spoon in half the sausage mixture and top with the apricots and half the chicken breasts. Cover with the rest of the sausage mixture, then press the remaining chicken breasts on top.', u'Roll out the remaining pastry and use to cover the pie. Press firmly onto the filling, then bring the pastry from the sides over the top and seal. Make a hole in the top of the pie for steam to escape, and brush well with the egg. Bake for 30 mins, then reduce oven to 180C/160C fan/gas 4 and bake for 1 hr more. Cool in the tin.']"
